Number,Title,Color,Fit Type,Waist Line,Length,Fabric,Pattern,Sleeve Type,Neckline,Chest Pad,Lining,Pocket,Occasion,Clothing Detail,Pant Leg Style,Image URL,Product URL
110,Fringed Knit Collar Long Sleeve Cardigan With Belt,Brown,Regular,,,94% Polyester 6% Wool,Solid,,Collar,,,,Work,Fringe,,https://img1.shopcider.com/product/1759922896000-PdmEdB.jpg,https://www.shopcider.com/goods/fringed-knit-fabric-collar-long-sleeve-cardigan-with-belt-114979218?style_id=2214592&gaListId=12&gaListName=Cardigans&ciderListId=2&ciderListName=Cardigans&selectSkuIndex=0&moduleTitle=1&p=114979218&shopPage=16&shopIndex=112&navTitle=Cardigans&navId=12&listSort=&listId=625&listAttribute=&operationContent=Cardigans&operationImage=&linkUrl=https%3A%2F%2Fwww.shopcider.com%2Fcategory%2Fcardigans-cid-625&operationpageTitle=%2Fcategory%2Ftanks&vests-cid-130007=&operationPosition=2-2-0-1&operationType=category&productPosition=113&strategyNameList=reco_req_time%3A1763035392653-all_user_exp%3Aexp-collectionId%3A625%3AControl&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjYyNSwibGlzdFRpdGxlIjoiQ2FyZGlnYW5zIiwibGlzdFR5cGUiOjIsIm1vZHVsZUlkIjozLCJtb2R1bGVUeXBlIjoiQlNfSE9UX1JFQ0FMTCxDT0xMRUNUSU9OX09GRkxJTkUiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjo0OS45MCwic2NlbmUiOiJCRVNUX1NFTExFUiIsInNrY0ZpcnN0SW1nIjoiMTc1OTkyMjg5NjAwMC1QZG1FZEIuanBnIiwic3B1IjoxMTQ5NzkyMTgsInNwdUNvZGUiOiJDRDIwMjUwODEzNjM4MDkxQ0ciLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzUyNjM1MDgtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6NjI1OkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiMmY5MmFhZjgtYjZlNC00MDRmLTlmNzYtZjhjNDBhNDNhOWQwIn0%3D&listType=2&listTitle=Cardigans
111,Knit Round Neck Striped Contrasting Binding Pocket Cropped Cardigan,multicolor,Regular,,,47% Polyester 28% Polyamide 25% Acrylic,Stripes,,Round Neckline,,,,School Daily Casual,Contrasting Binding Pocket,,https://img1.shopcider.com/product/1721714719000-xECQiQ.jpg,https://www.shopcider.com/goods/knitted-round-neckline-striped-contrasting-binding-pocket-cardigan-111608388?style_id=2021386&gaListId=12&gaListName=Cardigans&ciderListId=2&ciderListName=Cardigans&selectSkuIndex=0&moduleTitle=1&p=111608388&shopPage=16&shopIndex=114&navTitle=Cardigans&navId=12&listSort=&listId=625&listAttribute=&operationContent=Cardigans&operationImage=&linkUrl=https%3A%2F%2Fwww.shopcider.com%2Fcategory%2Fcardigans-cid-625&operationpageTitle=%2Fcategory%2Ftanks&vests-cid-130007=&operationPosition=2-2-0-1&operationType=category&productPosition=115&strategyNameList=reco_req_time%3A1763035392653-all_user_exp%3Aexp-collectionId%3A625%3AControl&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjYyNSwibGlzdFRpdGxlIjoiQ2FyZGlnYW5zIiwibGlzdFR5cGUiOjIsIm1vZHVsZUlkIjozLCJtb2R1bGVUeXBlIjoiQlNfSE9UX1JFQ0FMTCxDT0xMRUNUSU9OX09GRkxJTkUiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjo0Mi45MCwic2NlbmUiOiJCRVNUX1NFTExFUiIsInNrY0ZpcnN0SW1nIjoiMTcyMTcxNDcxOTAwMC14RUNRaVEuanBnIiwic3B1IjoxMTE2MDgzODgsInNwdUNvZGUiOiJDRDIwMjQwNzAxNTA0OTc2Q0ciLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzUyNjM1MDgtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6NjI1OkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiMmY5MmFhZjgtYjZlNC00MDRmLTlmNzYtZjhjNDBhNDNhOWQwIn0%3D&listType=2&listTitle=Cardigans
112,Knit Wool-blend Round Neckline Long Sleeve Rhinestone Button Cardigan,Pink,Regular,,,65% recycled polyester 13% Acrylic 13% Polyamide 6% Wool 3% Elastane,Solid,,Round Neckline,,,,Daily Casual,Button Rhinestone,,https://img1.shopcider.com/product/1759032250000-XNNdcb.jpg,https://www.shopcider.com/goods/knit-round-neckline-long-sleeve-rhinestone-button-cardigan-114961224?style_id=2209788&gaListId=12&gaListName=Cardigans&ciderListId=2&ciderListName=Cardigans&selectSkuIndex=0&moduleTitle=1&p=114961224&shopPage=16&shopIndex=115&navTitle=Cardigans&navId=12&listSort=&listId=625&listAttribute=&operationContent=Cardigans&operationImage=&linkUrl=https%3A%2F%2Fwww.shopcider.com%2Fcategory%2Fcardigans-cid-625&operationpageTitle=%2Fcategory%2Ftanks&vests-cid-130007=&operationPosition=2-2-0-1&operationType=category&productPosition=116&strategyNameList=reco_req_time%3A1763035392653-all_user_exp%3Aexp-collectionId%3A625%3AControl&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjYyNSwibGlzdFRpdGxlIjoiQ2FyZGlnYW5zIiwibGlzdFR5cGUiOjIsIm1vZHVsZUlkIjozLCJtb2R1bGVUeXBlIjoiQlNfSE9UX1JFQ0FMTCxDT0xMRUNUSU9OX09GRkxJTkUiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjo0NC45MCwic2NlbmUiOiJCRVNUX1NFTExFUiIsInNrY0ZpcnN0SW1nIjoiMTc1OTAzMjI1MDAwMC1YTk5kY2IuanBnIiwic3B1IjoxMTQ5NjEyMjQsInNwdUNvZGUiOiJDRDIwMjUwODIwNjM5NTkwQ0ciLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzUyNjM1MDgtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6NjI1OkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiMmY5MmFhZjgtYjZlNC00MDRmLTlmNzYtZjhjNDBhNDNhOWQwIn0%3D&listType=2&listTitle=Cardigans
113,Faux Fur Zipper Bomber Cardigan With Rib Sleeve,Beige,Regular,,,45% viscose 28% Polyester 27% Polyamide,Solid,,High Neck,,,,Vacation,Zipper,,https://img1.shopcider.com/product/1727248321000-tQbFs8.jpg,https://www.shopcider.com/goods/faux-fur-bomber-cardigan-with-ribbed-sleeve-113819789?style_id=2054317&gaListId=12&gaListName=Cardigans&ciderListId=2&ciderListName=Cardigans&selectSkuIndex=0&moduleTitle=1&p=113819789&shopPage=16&shopIndex=116&navTitle=Cardigans&navId=12&listSort=&listId=625&listAttribute=&operationContent=Cardigans&operationImage=&linkUrl=https%3A%2F%2Fwww.shopcider.com%2Fcategory%2Fcardigans-cid-625&operationpageTitle=%2Fcategory%2Ftanks&vests-cid-130007=&operationPosition=2-2-0-1&operationType=category&productPosition=117&strategyNameList=reco_req_time%3A1763035392653-all_user_exp%3Aexp-collectionId%3A625%3AControl&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjYyNSwibGlzdFRpdGxlIjoiQ2FyZGlnYW5zIiwibGlzdFR5cGUiOjIsIm1vZHVsZUlkIjozLCJtb2R1bGVUeXBlIjoiQlNfSE9UX1JFQ0FMTCxDT0xMRUNUSU9OX09GRkxJTkUiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjo1NC45MCwic2NlbmUiOiJCRVNUX1NFTExFUiIsInNrY0ZpcnN0SW1nIjoiMTcyNzI0ODMyMTAwMC10UWJGczguanBnIiwic3B1IjoxMTM4MTk3ODksInNwdUNvZGUiOiJDRDIwMjQwNzE1NTEyMzUxQ0ciLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzUyNjM1MDgtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6NjI1OkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiMmY5MmFhZjgtYjZlNC00MDRmLTlmNzYtZjhjNDBhNDNhOWQwIn0%3D&listType=2&listTitle=Cardigans
114,Knit Collar Contrasting Binding Button Up Cardigan,Grey,Regular,,,47% Polyester 28% Polyamide 25% Acrylic,Solid,,Collar,,,,Work,Contrasting Binding,,https://img1.shopcider.com/product/1728897178000-kA7ZJm.jpg,https://www.shopcider.com/goods/knit-collar-contrasting-binding-button-up-cardigan-113980725?style_id=2063413&gaListId=12&gaListName=Cardigans&ciderListId=2&ciderListName=Cardigans&selectSkuIndex=0&moduleTitle=1&p=113980725&shopPage=16&shopIndex=117&navTitle=Cardigans&navId=12&listSort=&listId=625&listAttribute=&operationContent=Cardigans&operationImage=&linkUrl=https%3A%2F%2Fwww.shopcider.com%2Fcategory%2Fcardigans-cid-625&operationpageTitle=%2Fcategory%2Ftanks&vests-cid-130007=&operationPosition=2-2-0-1&operationType=category&productPosition=118&strategyNameList=reco_req_time%3A1763035392653-all_user_exp%3Aexp-collectionId%3A625%3AControl&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjYyNSwibGlzdFRpdGxlIjoiQ2FyZGlnYW5zIiwibGlzdFR5cGUiOjIsIm1vZHVsZUlkIjozLCJtb2R1bGVUeXBlIjoiQlNfSE9UX1JFQ0FMTCxDT0xMRUNUSU9OX09GRkxJTkUiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjozMi45MCwic2NlbmUiOiJCRVNUX1NFTExFUiIsInNrY0ZpcnN0SW1nIjoiMTcyODg5NzE3ODAwMC1rQTdaSm0uanBnIiwic3B1IjoxMTM5ODA3MjUsInNwdUNvZGUiOiJDRDIwMjQwODA2NTI2MjExQ0ciLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzUyNjM1MDgtYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6NjI1OkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiMmY5MmFhZjgtYjZlNC00MDRmLTlmNzYtZjhjNDBhNDNhOWQwIn0%3D&listType=2&listTitle=Cardigans
115,Knit Round Neckline Contrasting Binding Cardigan & Cami Top,Grey,Regular,,,80% Viscose 20% Polyamide,Solid,,Round Neckline,,,,Daily Casual,Contrasting Binding,,https://img1.shopcider.com/product/1752056802000-Sd5JCC.jpg,https://www.shopcider.com/goods/knit-round-neckline-contrasting-binding-cardigan-cami-top-114805646?style_id=2189715&gaListId=12&gaListName=Cardigans&ciderListId=2&ciderListName=Cardigans&selectSkuIndex=0&moduleTitle=1&p=114805646&shopPage=16&shopIndex=118&navTitle=Cardigans&navId=12&listSort=&listId=625&listAttribute=&operationContent=Cardigans&operationImage=&linkUrl=https%3A%2F%2Fwww.shopcider.com%2Fcategory%2Fcardigans-cid-625&operationpageTitle=%2Fcategory%2Ftanks&vests-cid-130007=&operationPosition=2-2-0-1&operationType=category&productPosition=119&strategyNameList=reco_req_time%3A1763035392653-all_user_exp%3Aexp-collectionId%3A625%3AControl&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjYyNSwibGlzdFRpdGxlIjoiQ2FyZGlnYW5zIiwibGlzdFR5cGUiOjIsIm1vZHVsZUlkIjozLCJtb2R1bGVUeXBlIjoiQlNfSE9UX1JFQ0FMTCxDT0xMRUNUSU9OX09GRkxJTkUiLCJvcmlnaW5hbFByaWNlIjo0Ny45MCwicHJvZHVjdFByaW1hcnlJbWFnZUZsYWciOnRydWUsInNhbGVQcmljZSI6MzguMzIsInNjZW5lIjoiQkVTVF9TRUxMRVIiLCJza2NGaXJzdEltZyI6IjE3NTIwNTY4MDIwMDAtU2Q1SkNDLmpwZyIsInNwdSI6MTE0ODA1NjQ2LCJzcHVDb2RlIjoiQ0QyMDI1MDUxMzYxNjIzMUtOIiwic3RyYXRlZ3lOYW1lIjoicmVjb19yZXFfdGltZToxNzYzMDM1MjYzNTA4LWFsbF91c2VyX2V4cDpleHAtY29sbGVjdGlvbklkOjYyNTpDb250cm9sIiwidHJhY2tpbmdJZCI6IjJmOTJhYWY4LWI2ZTQtNDA0Zi05Zjc2LWY4YzQwYTQzYTlkMCJ9&listType=2&listTitle=Cardigans
116,High Neck Bowknot Knitted Cardigan,Blue,Regular,,,95% Polyester 5% spandex,Solid,,High Neck,,,,Daily Casual,Bowknot Zipper,,https://img1.shopcider.com/product/1707386960000-pA6kDP.jpg,https://www.shopcider.com/goods/high-neck-bowknot-cardigan-104997863?style_id=1163683&gaListId=12&gaListName=Cardigans&ciderListId=2&ciderListName=Cardigans&selectSkuIndex=0&moduleTitle=1&p=104997863&shopPage=16&shopIndex=119&navTitle=Cardigans&navId=12&listSort=&listId=625&listAttribute=&operationContent=Cardigans&operationImage=&linkUrl=https%3A%2F%2Fwww.shopcider.com%2Fcategory%2Fcardigans-cid-625&operationpageTitle=%2Fcategory%2Ftanks&vests-cid-130007=&operationPosition=2-2-0-1&operationType=category&productPosition=120&strategyNameList=reco_req_time%3A1763035392653-all_user_exp%3Aexp-collectionId%3A625%3AControl&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iue6ouS6uuinhumikSIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjYyNSwibGlzdFRpdGxlIjoiQ2FyZGlnYW5zIiwibGlzdFR5cGUiOjIsIm1vZHVsZUlkIjozLCJtb2R1bGVUeXBlIjoiQlNfSE9UX1JFQ0FMTCxDT0xMRUNUSU9OX09GRkxJTkUiLCJvcmlnaW5hbFByaWNlIjo0Ny45MCwicHJvZHVjdFByaW1hcnlJbWFnZUZsYWciOnRydWUsInNhbGVQcmljZSI6MTUuOTksInNjZW5lIjoiQkVTVF9TRUxMRVIiLCJza2NGaXJzdEltZyI6IjE3MDg0OTQ1NjAwMDAteTZ4d2ppXzM2MC5tcDQiLCJzcHUiOjEwNDk5Nzg2Mywic3B1Q29kZSI6IkNEMjAyMzEwMTM0MDI5MTlDRyIsInN0cmF0ZWd5TmFtZSI6InJlY29fcmVxX3RpbWU6MTc2MzAzNTI2MzUwOC1hbGxfdXNlcl9leHA6ZXhwLWNvbGxlY3Rpb25JZDo2MjU6Q29udHJvbCIsInRyYWNraW5nSWQiOiIyZjkyYWFmOC1iNmU0LTQwNGYtOWY3Ni1mOGM0MGE0M2E5ZDAifQ%3D%3D&listType=2&listTitle=Cardigans
117,Cable Knit Collar V-neck Button Cardigan,Creamy white,Regular,,,100% Acrylic,Solid,,V-neck,,,,Daily Casual,Button,,https://img1.shopcider.com/product/1755683063000-rtJiTc.jpg,https://www.shopcider.com/goods/cable-knit-collar-v-neck-button-cardigan-114887953?style_id=2201022&gaListId=12&gaListName=Cardigans&ciderListId=2&ciderListName=Cardigans&selectSkuIndex=0&moduleTitle=1&p=114887953&shopPage=16&shopIndex=120&navTitle=Cardigans&navId=12&listSort=&listId=625&listAttribute=&operationContent=Cardigans&operationImage=&linkUrl=https%3A%2F%2Fwww.shopcider.com%2Fcategory%2Fcardigans-cid-625&operationpageTitle=%2Fcategory%2Ftanks&vests-cid-130007=&operationPosition=2-2-0-1&operationType=category&productPosition=121&strategyNameList=reco_req_time%3A1763035392653-all_user_exp%3Aexp-collectionId%3A625%3AControl&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjYyNSwibGlzdFRpdGxlIjoiQ2FyZGlnYW5zIiwibGlzdFR5cGUiOjIsIm1vZHVsZUlkIjozLCJtb2R1bGVUeXBlIjoiQlNfSE9UX1JFQ0FMTCxDT0xMRUNUSU9OX09GRkxJTkUiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjozNC45MCwic2NlbmUiOiJCRVNUX1NFTExFUiIsInNrY0ZpcnN0SW1nIjoiMTc1NTY4MzA2MzAwMC1ydEppVGMuanBnIiwic3B1IjoxMTQ4ODc5NTMsInNwdUNvZGUiOiJDRDIwMjUwNzExNjI5MzExQ0ciLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzUzODYxNzctYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6NjI1OkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiMTMwN2JkZTEtNTc2Yy00NzE4LWIxNmQtYzZiODBjY2ZkOGIxIn0%3D&listType=2&listTitle=Cardigans
118,Crochet Peter Pan Collar Heart Hollow Out Button Long Sleeve Cardigan,Creamy white,Regular,,,62% Cotton 38% Acrylic,Solid,,Collar,,,,Daily Casual,Button Hollow Out,,https://img1.shopcider.com/product/1758005409000-mcNdzy.jpg,https://www.shopcider.com/goods/crochet-round-neck-line-heart-hollow-out-button-long-sleeve-cardigan-114921277?style_id=2203268&gaListId=12&gaListName=Cardigans&ciderListId=2&ciderListName=Cardigans&selectSkuIndex=0&moduleTitle=1&p=114921277&shopPage=16&shopIndex=121&navTitle=Cardigans&navId=12&listSort=&listId=625&listAttribute=&operationContent=Cardigans&operationImage=&linkUrl=https%3A%2F%2Fwww.shopcider.com%2Fcategory%2Fcardigans-cid-625&operationpageTitle=%2Fcategory%2Ftanks&vests-cid-130007=&operationPosition=2-2-0-1&operationType=category&productPosition=122&strategyNameList=reco_req_time%3A1763035392653-all_user_exp%3Aexp-collectionId%3A625%3AControl&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjYyNSwibGlzdFRpdGxlIjoiQ2FyZGlnYW5zIiwibGlzdFR5cGUiOjIsIm1vZHVsZUlkIjozLCJtb2R1bGVUeXBlIjoiQlNfSE9UX1JFQ0FMTCxDT0xMRUNUSU9OX09GRkxJTkUiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjo0NC45MCwic2NlbmUiOiJCRVNUX1NFTExFUiIsInNrY0ZpcnN0SW1nIjoiMTc1ODAwNTQwOTAwMC1tY05kenkuanBnIiwic3B1IjoxMTQ5MjEyNzcsInNwdUNvZGUiOiJDRDIwMjUwNzA0NjI4MDQ3S1MiLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzUzODYxNzctYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6NjI1OkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiMTMwN2JkZTEtNTc2Yy00NzE4LWIxNmQtYzZiODBjY2ZkOGIxIn0%3D&listType=2&listTitle=Cardigans
119,Cable Knit V-neck Long Sleeve Button Oversized Cardigan,white,Oversized,,,100% Acrylic,Solid,,V-neck,,,,Daily Casual,Button Pocket,,https://img1.shopcider.com/product/1757657241000-ABjYii.jpg,https://www.shopcider.com/goods/cable-knit-v-neck-long-sleeve-button-oversized-cardigan-114909416?style_id=2204514&gaListId=12&gaListName=Cardigans&ciderListId=2&ciderListName=Cardigans&selectSkuIndex=0&moduleTitle=1&p=114909416&shopPage=16&shopIndex=122&navTitle=Cardigans&navId=12&listSort=&listId=625&listAttribute=&operationContent=Cardigans&operationImage=&linkUrl=https%3A%2F%2Fwww.shopcider.com%2Fcategory%2Fcardigans-cid-625&operationpageTitle=%2Fcategory%2Ftanks&vests-cid-130007=&operationPosition=2-2-0-1&operationType=category&productPosition=123&strategyNameList=reco_req_time%3A1763035392653-all_user_exp%3Aexp-collectionId%3A625%3AControl&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouWbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjYyNSwibGlzdFRpdGxlIjoiQ2FyZGlnYW5zIiwibGlzdFR5cGUiOjIsIm1vZHVsZUlkIjozLCJtb2R1bGVUeXBlIjoiQlNfSE9UX1JFQ0FMTCxDT0xMRUNUSU9OX09GRkxJTkUiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjo0Mi45MCwic2NlbmUiOiJCRVNUX1NFTExFUiIsInNrY0ZpcnN0SW1nIjoiMTc1NzY1NzI0MTAwMC1BQmpZaWkuanBnIiwic3B1IjoxMTQ5MDk0MTYsInNwdUNvZGUiOiJDRDIwMjUwNjI2NjI2MDIyQ0ciLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzUzODYxNzctYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6NjI1OkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiMTMwN2JkZTEtNTc2Yy00NzE4LWIxNmQtYzZiODBjY2ZkOGIxIn0%3D&listType=2&listTitle=Cardigans
120,Knit Argyle Heart Pattern Button Cardigan,Brown,Regular,,,50% Viscose 28% Polyester 22% Polyamide,,,Round Neckline,,,,Daily Casual,Button,,https://img1.shopcider.com/product/1760928037000-fRPpFc.jpg,https://www.shopcider.com/goods/knit-argyle-heart-pattern-button-cardigan-115000197?style_id=2216283&gaListId=12&gaListName=Cardigans&ciderListId=2&ciderListName=Cardigans&selectSkuIndex=0&moduleTitle=1&p=115000197&shopPage=16&shopIndex=123&navTitle=Cardigans&navId=12&listSort=&listId=625&listAttribute=&operationContent=Cardigans&operationImage=&linkUrl=https%3A%2F%2Fwww.shopcider.com%2Fcategory%2Fcardigans-cid-625&operationpageTitle=%2Fcategory%2Ftanks&vests-cid-130007=&operationPosition=2-2-0-1&operationType=category&productPosition=124&strategyNameList=reco_req_time%3A1763035392653-all_user_exp%3Aexp-collectionId%3A625%3AControl&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6IuaooeeJueWkp%20eJh%20WbviIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjYyNSwibGlzdFRpdGxlIjoiQ2FyZGlnYW5zIiwibGlzdFR5cGUiOjIsIm1vZHVsZUlkIjozLCJtb2R1bGVUeXBlIjoiQlNfSE9UX1JFQ0FMTCxDT0xMRUNUSU9OX09GRkxJTkUiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjozOS45MCwic2NlbmUiOiJCRVNUX1NFTExFUiIsInNrY0ZpcnN0SW1nIjoiMTc2MTIyMDQ0NjAwMC14ZnBuY2IucG5nIiwic3B1IjoxMTUwMDAxOTcsInNwdUNvZGUiOiJDRDIwMjUwOTE5NjQ2ODU5Q0ciLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzUzODYxNzctYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6NjI1OkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiMTMwN2JkZTEtNTc2Yy00NzE4LWIxNmQtYzZiODBjY2ZkOGIxIn0%3D&listType=2&listTitle=Cardigans
121,Wool-blend V-neck Solid Button Cardigan,Navy,Regular,,,39% Polyester 35% Acrylic 20% Polyamide 6% Wool,Solid,,V-neck,,,,Daily Casual Coffee Shop Work,Button,,https://img1.shopcider.com/product/1692710470000-t5ekad.jpg,https://www.shopcider.com/goods/knit-fabric-v-neck-solid-button-cardigan-101027022?style_id=1154572&gaListId=12&gaListName=Cardigans&ciderListId=2&ciderListName=Cardigans&selectSkuIndex=0&moduleTitle=1&p=101027022&shopPage=16&shopIndex=124&navTitle=Cardigans&navId=12&listSort=&listId=625&listAttribute=&operationContent=Cardigans&operationImage=&linkUrl=https%3A%2F%2Fwww.shopcider.com%2Fcategory%2Fcardigans-cid-625&operationpageTitle=%2Fcategory%2Ftanks&vests-cid-130007=&operationPosition=2-2-0-1&operationType=category&productPosition=125&strategyNameList=reco_req_time%3A1763035392653-all_user_exp%3Aexp-collectionId%3A625%3AControl&businessTracking=eyJmaXJzdEltYWdlVHlwZSI6Iuato%20mdouS4iuWNiui6qyIsIml0ZW1UeXBlIjowLCJsaXN0SWQiOjYyNSwibGlzdFRpdGxlIjoiQ2FyZGlnYW5zIiwibGlzdFR5cGUiOjIsIm1vZHVsZUlkIjozLCJtb2R1bGVUeXBlIjoiQlNfSE9UX1JFQ0FMTCxDT0xMRUNUSU9OX09GRkxJTkUiLCJwcm9kdWN0UHJpbWFyeUltYWdlRmxhZyI6dHJ1ZSwic2FsZVByaWNlIjoyNy45MCwic2NlbmUiOiJCRVNUX1NFTExFUiIsInNrY0ZpcnN0SW1nIjoiMTc2MDAxNDkzMjAwMC1CQWZYZE4uanBnIiwic3B1IjoxMDEwMjcwMjIsInNwdUNvZGUiOiJDRDIwMjMwNzIyMzUwOTYzQ0ciLCJzdHJhdGVneU5hbWUiOiJyZWNvX3JlcV90aW1lOjE3NjMwMzUzODYxNzctYWxsX3VzZXJfZXhwOmV4cC1jb2xsZWN0aW9uSWQ6NjI1OkNvbnRyb2wiLCJ0cmFja2luZ0lkIjoiMTMwN2JkZTEtNTc2Yy00NzE4LWIxNmQtYzZiODBjY2ZkOGIxIn0%3D&listType=2&listTitle=Cardigans
